Treatment/Control,Year,Array,Tube,z,Date,Length (cm),Width (cm),Volume (cm3),Set
Treatment,2,1,2,3,18/03/2019,0.816767645,0.038500971,0.000950892463399,19
Treatment,2,1,2,3,18/03/2019,0.929152985,0.040475915,0.001195556462675,19
Treatment,2,1,2,3,18/03/2019,0.600078103,0.040587465,0.000776392172676,19
Treatment,2,1,2,4,18/03/2019,0.804712999,0.015831732,0.000158411749503,19
Treatment,2,1,2,4,18/03/2019,0.454811953,0.016988533,0.00010309394074,19
Treatment,2,1,2,4,18/03/2019,0.24335116,0.026565663,0.000134885185478,19
Treatment,2,1,2,4,18/03/2019,0.515216089,0.028302055,0.000324126748297,19
Treatment,2,1,2,4,18/03/2019,0.889162074,0.046107657,0.001484624257179,19
Treatment,2,1,2,5,18/03/2019,0.57527394,0.044842748,0.000908549623418,19
Treatment,2,1,2,6,18/03/2019,1.18843863,0.020081839,0.000376420473296,19
Treatment,2,1,2,6,18/03/2019,0.735921796,0.029394744,0.000499413806898,19
Treatment,2,1,2,6,18/03/2019,0.617002866,0.044577256,0.000962949160558,19
Treatment,2,1,2,7,18/03/2019,0.245159692,0.017063295,5.60614569159384E-05,19
Treatment,2,1,2,7,18/03/2019,0.564961271,0.038348723,0.000652544307015,19
Treatment,2,1,2,7,18/03/2019,0.272891285,0.039404349,0.000332787875123,19
Treatment,2,1,2,7,18/03/2019,0.28661832,0.051218183,0.000590529769081,19
Treatment,2,1,2,8,18/03/2019,0.745949964,0.012620588,9.33164890852093E-05,19
Treatment,2,1,2,8,18/03/2019,0.85644588,0.017042961,0.000195379745431,19
Treatment,2,1,2,8,18/03/2019,0.507182746,0.039614988,0.000625133888561,19
Treatment,2,1,2,11,18/03/2019,0.764033316,0.023437883,0.000329638990181,19
Treatment,2,1,2,11,18/03/2019,0.219402854,0.0249994,0.000107693863649,19
Treatment,2,1,2,11,18/03/2019,0.807631679,0.025256278,0.00040461460838,19
Treatment,2,1,2,11,18/03/2019,0.450977605,0.026876032,0.000255843736665,19
Treatment,2,1,2,11,18/03/2019,0.552975004,0.044468147,0.000858802065488,19
Treatment,2,1,2,11,18/03/2019,1.294485256,0.048705455,0.002411803007725,19
Treatment,2,1,2,11,18/03/2019,1.240650724,0.051683631,0.002602825675243,19
Treatment,2,1,2,12,18/03/2019,0.633639979,0.03453707,0.000593612540397,19
Treatment,2,1,2,12,18/03/2019,1.089349852,0.040997907,0.001438070790535,19
Treatment,2,1,2,12,18/03/2019,1.271638878,0.04252387,0.001806004696337,19
Treatment,2,1,2,13,18/03/2019,1.351127598,0.033325666,0.001178537902355,19
Treatment,2,1,2,13,18/03/2019,0.172282785,0.035051895,0.000166247224052,19
Treatment,2,1,2,13,18/03/2019,1.3063876,0.040152799,0.001654219795562,19
Treatment,2,1,2,13,18/03/2019,1.356568376,0.042897045,0.001960586266363,19
Treatment,2,1,2,13,18/03/2019,1.301125425,0.048047255,0.002359097225209,19
Treatment,2,1,2,13,18/03/2019,1.287289475,0.061558664,0.00383128187102,19
Treatment,2,1,3,1,18/03/2019,0.71443959,0.030479092,0.000521265613666,19
Treatment,2,1,3,1,18/03/2019,0.320668109,0.034044783,0.000291908288071,19
Treatment,2,1,3,1,18/03/2019,0.281865751,0.034247772,0.000259654868766,19
Treatment,2,1,3,2,18/03/2019,1.404798643,0.032271492,0.001149057290473,19
Treatment,2,1,3,2,18/03/2019,1.025523098,0.049779952,0.001995923575641,19
Treatment,2,1,3,2,18/03/2019,0.343342133,0.052374827,0.000739710559354,19
Treatment,2,1,3,2,18/03/2019,1.293136497,0.062239234,0.003934253698671,19
Treatment,2,1,3,3,18/03/2019,0.467124502,0.01182199,5.12747247502065E-05,19
Treatment,2,1,3,3,18/03/2019,0.309069525,0.022958177,0.000127944169292,19
Treatment,2,1,3,3,18/03/2019,0.274451279,0.023469311,0.000118728629179,19
Treatment,2,1,3,3,18/03/2019,0.408752479,0.031014127,0.000308794129976,19
Treatment,2,1,3,3,18/03/2019,0.459839776,0.049447236,0.00088303941762,19
Treatment,2,1,3,3,18/03/2019,0.213171316,0.057166974,0.00054715288029,19
Treatment,2,1,3,4,18/03/2019,0.066239858,0.024523221,3.12870006513663E-05,19
Treatment,2,1,3,4,18/03/2019,0.434898591,0.02668609,0.000243246952469,19
Treatment,2,1,3,4,18/03/2019,0.351519441,0.028405343,0.000222760887324,19
Treatment,2,1,3,4,18/03/2019,0.892001421,0.02947295,0.000608558419632,19
Treatment,2,1,3,4,18/03/2019,0.243314468,0.041239091,0.000324994204279,19
Treatment,2,1,3,4,18/03/2019,0.456035242,0.047668534,0.000813863388073,19
Treatment,2,1,3,4,18/03/2019,0.603438923,0.047736806,0.001080014408332,19
Treatment,2,1,3,4,18/03/2019,1.250615832,0.049499174,0.002406630079774,19
Treatment,2,1,3,4,18/03/2019,0.462875176,0.052048975,0.00098486741207,19
Treatment,2,1,3,5,18/03/2019,0.340295065,0.024203535,0.000156567914502,19
Treatment,2,1,3,5,18/03/2019,0.561818132,0.032575231,0.000468231119307,19
Treatment,2,1,3,5,18/03/2019,1.08249951,0.044422385,0.001677725735509,19
Treatment,2,1,3,5,18/03/2019,1.098854259,0.050025816,0.002159822062213,19
Treatment,2,1,3,6,18/03/2019,0.733080759,0.016756118,0.00016165463285,19
Treatment,2,1,3,6,18/03/2019,0.706336858,0.038563146,0.000824985464889,19
Treatment,2,1,3,6,18/03/2019,1.703883569,0.079681189,0.008496519166593,19
Treatment,2,1,3,7,18/03/2019,1.121355248,0.014355308,0.000181492116097,19
Treatment,2,1,3,7,18/03/2019,0.668074601,0.027003669,0.000382613269121,19
Treatment,2,1,3,7,18/03/2019,1.208519475,0.08764871,0.007291791215389,19
Treatment,2,1,3,8,18/03/2019,0.532382033,0.008666618,3.14059701735886E-05,19
Treatment,2,1,3,8,18/03/2019,0.525204266,0.015426259,9.81610051741976E-05,19
Treatment,2,1,3,8,18/03/2019,0.277150024,0.023745172,0.000122731226588,19
Treatment,2,1,3,8,18/03/2019,0.633275648,0.025780182,0.000330563014665,19
Treatment,2,1,3,8,18/03/2019,0.519216096,0.02922265,0.000348238557358,19
Treatment,2,1,3,8,18/03/2019,1.22572289,0.030655391,0.000904681127466,19
Treatment,2,1,3,8,18/03/2019,0.55716616,0.040575046,0.000720430826443,19
Treatment,2,1,3,8,18/03/2019,0.788223813,0.041332237,0.001057588908953,19
Treatment,2,1,3,8,18/03/2019,1.033520991,0.062745035,0.003195711370955,19
Treatment,2,1,3,9,18/03/2019,0.391264431,0.018967007,0.000110549680669,19
Treatment,2,1,3,9,18/03/2019,1.152469769,0.044510402,0.00179325516301,19
Treatment,2,1,3,11,18/03/2019,0.331405865,0.032722024,0.000278695542257,19
Treatment,2,1,3,11,18/03/2019,0.73384028,0.03533887,0.000719774368923,19
Treatment,2,1,3,11,18/03/2019,0.336013771,0.036127259,0.000344442407712,19
Treatment,2,1,3,11,18/03/2019,0.411703211,0.036619141,0.000433600799021,19
Treatment,2,1,3,11,18/03/2019,0.524508715,0.044339008,0.000809867867106,19
Treatment,2,1,3,12,18/03/2019,1.293944824,0.018172657,0.000335615593781,19
Treatment,2,1,3,12,18/03/2019,0.306452416,0.043191135,0.000448995302941,19
Treatment,2,1,3,13,18/03/2019,0.445692792,0.028528724,0.000284898275174,19
Treatment,2,1,4,1,18/03/2019,0.385522645,0.042098042,0.000536615485882,19
Treatment,2,1,4,1,18/03/2019,0.374975922,0.042264824,0.000526079072472,19
Treatment,2,1,4,1,18/03/2019,0.519574064,0.046744182,0.000891645263568,19
Treatment,2,1,4,1,18/03/2019,0.447283113,0.047007989,0.000776274573633,19
Treatment,2,1,4,1,18/03/2019,0.259514794,0.049075468,0.000490885873925,19
Treatment,2,1,4,1,18/03/2019,0.479545186,0.052372579,0.001033063390099,19
Treatment,2,1,4,2,18/03/2019,0.268109566,0.034026107,0.000243795873763,19
Treatment,2,1,4,2,18/03/2019,0.592008019,0.036515584,0.000619974183854,19
Treatment,2,1,4,2,18/03/2019,0.379659913,0.040985633,0.000500895986931,19
Treatment,2,1,4,2,18/03/2019,0.858578208,0.08096184,0.004420079851268,19
Treatment,2,1,4,3,18/03/2019,0.692438248,0.061795723,0.002076765205571,19
Treatment,2,1,4,4,18/03/2019,0.869493306,0.059509887,0.002418432712308,19
Treatment,2,1,4,4,18/03/2019,0.465277488,0.070385556,0.001810375425929,19
Treatment,2,1,4,5,18/03/2019,1.048840385,0.068421137,0.00385637704921,19
Treatment,2,1,4,8,18/03/2019,1.280872705,0.034579516,0.00120291047335,19
Treatment,2,1,4,9,18/03/2019,0.853877213,0.026610447,0.000474885903458,19
Treatment,2,1,4,9,18/03/2019,1.478497483,0.037474144,0.001630698030397,19
Treatment,2,1,4,9,18/03/2019,1.668335718,0.043780108,0.002511462047219,19
Treatment,2,1,4,9,18/03/2019,2.445382536,0.068450466,0.008998894058658,19
Treatment,2,1,4,10,18/03/2019,0.687739938,0.024898002,0.000334844179917,19
Treatment,2,1,4,10,18/03/2019,0.25194207,0.034911958,0.000241178517179,19
Treatment,2,1,4,10,18/03/2019,0.280373159,0.036083316,0.000286707354092,19
Treatment,2,1,4,10,18/03/2019,0.331859307,0.0406855,0.000431442408428,19
Treatment,2,1,4,10,18/03/2019,1.37030315,0.052358198,0.002950363678342,19
Treatment,2,1,4,10,18/03/2019,0.734334309,0.05721161,0.001887781270481,19
Treatment,2,1,4,10,18/03/2019,1.274291568,0.058409302,0.003414462573381,19
Treatment,2,1,4,10,18/03/2019,1.236736363,0.099011053,0.009522127744481,19
Treatment,2,1,4,11,18/03/2019,0.222161211,0.030512376,0.000162446292378,19
Treatment,2,1,4,11,18/03/2019,1.075653543,0.035977888,0.001093536434741,19
Treatment,2,1,4,11,18/03/2019,0.325553474,0.038862627,0.000386167888229,19
Treatment,2,1,4,11,18/03/2019,1.891915061,0.057098502,0.004844406499061,19
Treatment,2,1,4,11,18/03/2019,1.266934652,0.068771399,0.004706081538881,19
Treatment,2,1,4,11,18/03/2019,0.095536065,0.071561106,0.000384247412856,19
Treatment,2,1,4,11,18/03/2019,1.221578419,0.101360471,0.009857076023408,19
Treatment,2,1,4,12,18/03/2019,0.036002204,0.029452134,2.45274352812383E-05,19
Treatment,2,1,4,12,18/03/2019,1.436624044,0.041210127,0.001916198743646,19
Treatment,2,1,4,12,18/03/2019,0.818995447,0.04402811,0.001246898457381,19
Treatment,2,1,4,12,18/03/2019,1.42873417,0.055988706,0.003517562369961,19
Treatment,2,1,4,13,18/03/2019,0.970396616,0.024087235,0.000442193839007,19
Treatment,2,1,4,13,18/03/2019,0.099085878,0.029463946,6.755898191863E-05,19
Treatment,2,1,4,13,18/03/2019,0.343669325,0.038056184,0.000390913582842,19
Treatment,2,1,4,13,18/03/2019,1.353795784,0.04183991,0.001861333334426,19
Control,2,2,1,1,18/03/2019,0.360034929,0.0142748,5.76201275156438E-05,19
Control,2,2,1,1,18/03/2019,0.10789954,0.020938783,3.7154547795255E-05,19
Control,2,2,1,1,18/03/2019,0.658812915,0.022890995,0.000271132113719,19
Control,2,2,1,1,18/03/2019,0.445385934,0.025231177,0.000222690162511,19
Control,2,2,1,1,18/03/2019,0.48370308,0.028472694,0.000307982109099,19
Control,2,2,1,1,18/03/2019,0.772114404,0.032903264,0.000656521772034,19
Control,2,2,1,1,18/03/2019,1.736306329,0.035484697,0.001717109793434,19
Control,2,2,1,1,18/03/2019,0.620188099,0.046966339,0.001074450369752,19
Control,2,2,1,1,18/03/2019,1.317356062,0.056591756,0.003313591967233,19
Control,2,2,1,1,18/03/2019,0.85260071,0.070852263,0.003361573849418,19
Control,2,2,1,2,18/03/2019,0.463290767,0.022165323,0.000178768620319,19
Control,2,2,1,2,18/03/2019,1.042660023,0.041742572,0.001426890501045,19
Control,2,2,1,2,18/03/2019,0.405795915,0.047738972,0.000726345601468,19
Control,2,2,1,2,18/03/2019,0.194982927,0.051189443,0.0004012794393,19
Control,2,2,1,2,18/03/2019,1.563414386,0.055502802,0.00378262628024,19
Control,2,2,1,2,18/03/2019,0.340697182,0.063639343,0.001083700891909,19
Control,2,2,1,3,18/03/2019,0.502797542,0.01625422,0.000104331374184,19
Control,2,2,1,3,18/03/2019,0.837959831,0.024133628,0.00038331687893,19
Control,2,2,1,3,18/03/2019,0.270416436,0.025675687,0.000140012478872,19
Control,2,2,1,3,18/03/2019,0.68393499,0.029447576,0.000465804242667,19
Control,2,2,1,3,18/03/2019,0.89239744,0.034062454,0.00081320435644,19
Control,2,2,1,3,18/03/2019,1.175830079,0.041188496,0.001566700377865,19
Control,2,2,1,3,18/03/2019,0.719955773,0.0722127,0.002948645072102,19
Control,2,2,1,4,18/03/2019,0.256402248,0.022648987,0.00010330204239,19
Control,2,2,1,4,18/03/2019,0.202420833,0.025253708,0.000101389978599,19
Control,2,2,1,4,18/03/2019,0.701082539,0.033442294,0.000615815741915,19
Control,2,2,1,4,18/03/2019,0.10962042,0.035020857,0.000105592850849,19
Control,2,2,1,4,18/03/2019,0.401366445,0.035064209,0.000387577599799,19
Control,2,2,1,4,18/03/2019,0.270997338,0.039028154,0.000324198170214,19
Control,2,2,1,4,18/03/2019,0.757680317,0.124833795,0.009273418654581,19
Control,2,2,1,5,18/03/2019,0.207833885,0.008674498,1.22827205992207E-05,19
Control,2,2,1,5,18/03/2019,0.3819726,0.009118297,2.49430290846693E-05,19
Control,2,2,1,5,18/03/2019,0.782386056,0.017228792,0.000182398083996,19
Control,2,2,1,5,18/03/2019,0.411496087,0.017728964,0.000101583211945,19
Control,2,2,1,5,18/03/2019,0.402089557,0.029019851,0.000265951635176,19
Control,2,2,1,5,18/03/2019,0.3180541,0.03251966,0.000264169397408,19
Control,2,2,1,5,18/03/2019,0.540379645,0.034408066,0.000502468708922,19
Control,2,2,1,5,18/03/2019,0.306289391,0.038235511,0.000351686150719,19
Control,2,2,1,6,18/03/2019,0.43518997,0.005612459,1.07665052083836E-05,19
Control,2,2,1,6,18/03/2019,0.362942423,0.007718873,1.69838067552675E-05,19
Control,2,2,1,6,18/03/2019,0.679434657,0.00841875,3.7820950270364E-05,19
Control,2,2,1,6,18/03/2019,0.579305833,0.017099827,0.00013303957511,19
Control,2,2,1,7,18/03/2019,0.459542298,0.016510336,9.83845332148137E-05,19
Control,2,2,1,7,18/03/2019,0.372051757,0.019535912,0.000111521924416,19
Control,2,2,1,7,18/03/2019,1.20049006,0.026645509,0.000669416055902,19
Control,2,2,1,7,18/03/2019,0.341366681,0.040381345,0.000437191997993,19
Control,2,2,1,7,18/03/2019,0.15654396,0.041461226,0.000211353824129,19
Control,2,2,1,7,18/03/2019,0.202305123,0.046090983,0.000337542401804,19
Control,2,2,1,8,18/03/2019,0.342597759,0.011918362,3.82214515910031E-05,19
Control,2,2,1,8,18/03/2019,0.221033629,0.012610601,2.76070141774877E-05,19
Control,2,2,1,8,18/03/2019,0.207438347,0.013558537,2.99505097780004E-05,19
Control,2,2,1,8,18/03/2019,0.424199748,0.017193513,9.84893255434786E-05,19
Control,2,2,1,8,18/03/2019,0.538416291,0.018738959,0.000148490485935,19
Control,2,2,1,8,18/03/2019,0.450938859,0.019155119,0.000129950179838,19
Control,2,2,1,8,18/03/2019,0.074016807,0.019202557,2.14357156102109E-05,19
Control,2,2,1,8,18/03/2019,0.295345457,0.021796555,0.000110203534812,19
Control,2,2,1,8,18/03/2019,0.261160965,0.03156854,0.000204412181427,19
Control,2,2,1,8,18/03/2019,0.211195168,0.036013993,0.000215137463432,19
Control,2,2,1,9,18/03/2019,1.270248936,0.011965353,0.000142833272178,19
Control,2,2,1,9,18/03/2019,0.068183181,0.012975929,9.01661849459792E-06,19
Control,2,2,1,9,18/03/2019,0.110381836,0.016434734,2.34159879885993E-05,19
Control,2,2,1,9,18/03/2019,0.326321845,0.017332255,7.69920356136461E-05,19
Control,2,2,1,9,18/03/2019,0.321199575,0.04232745,0.000451969040718,19
Control,2,2,1,11,18/03/2019,0.218714893,0.011437866,2.2472835854295E-05,19
Control,2,2,1,11,18/03/2019,0.510575617,0.013136145,6.91967110393548E-05,19
Control,2,2,1,11,18/03/2019,0.748368185,0.024259976,0.000345927879422,19
Control,2,2,1,11,18/03/2019,0.09181152,0.026078263,4.90392719361728E-05,19
Control,2,2,1,13,18/03/2019,0.532139427,0.038814678,0.000629661192497,19
Control,2,2,1,13,18/03/2019,1.387990152,0.068034847,0.005045900985425,19
Control,2,2,2,1,18/03/2019,0.345336891,0.014448135,5.66182016975693E-05,19
Control,2,2,2,1,18/03/2019,0.365625971,0.016136083,7.47692095816135E-05,19
Control,2,2,2,1,18/03/2019,0.379616841,0.018592962,0.000103069969794,19
Control,2,2,2,1,18/03/2019,0.569954424,0.019643768,0.000172734559249,19
Control,2,2,2,1,18/03/2019,0.601348839,0.023699024,0.000265263144101,19
Control,2,2,2,1,18/03/2019,0.508097221,0.024693485,0.000243333054015,19
Control,2,2,2,1,18/03/2019,0.513006649,0.039950672,0.00064307360787,19
Control,2,2,2,1,18/03/2019,1.130382067,0.043467295,0.001677412993131,19
Control,2,2,2,2,18/03/2019,0.339950604,0.019132742,9.7737170512608E-05,19
Control,2,2,2,2,18/03/2019,0.59976919,0.029664899,0.000414533291664,19
Control,2,2,2,3,18/03/2019,0.840808823,0.036098845,0.000860544608832,19
Control,2,2,2,3,18/03/2019,0.532928812,0.043955704,0.000808703262595,19
Control,2,2,2,3,18/03/2019,0.597894782,0.065666685,0.002024904115877,19
Control,2,2,2,4,18/03/2019,0.19194562,0.016597337,4.15283374959396E-05,19
Control,2,2,2,4,18/03/2019,0.096268854,0.0290966,6.4011765250832E-05,19
Control,2,2,2,4,18/03/2019,0.659235698,0.029961941,0.000464804281785,19
Control,2,2,2,4,18/03/2019,1.741964208,0.042233174,0.002440260472727,19
Control,2,2,2,6,18/03/2019,0.558101019,0.021734401,0.000207060701526,19
Control,2,2,2,6,18/03/2019,0.433665856,0.028640636,0.000279389486899,19
Control,2,2,2,6,18/03/2019,0.382271901,0.040335786,0.000488475672195,19
Control,2,2,2,7,18/03/2019,0.239356936,0.01252356,2.94843211491759E-05,19
Control,2,2,2,7,18/03/2019,0.225347853,0.02080858,7.66351176062154E-05,19
Control,2,2,2,7,18/03/2019,0.817682849,0.035125148,0.000792338444684,19
Control,2,2,2,9,18/03/2019,0.256021941,0.030975352,0.000192929749773,19
Control,2,2,2,9,18/03/2019,0.726864268,0.038571016,0.000849307563955,19
Control,2,2,2,9,18/03/2019,0.551891754,0.039232698,0.000667175009003,19
Control,2,2,2,10,18/03/2019,0.293521777,0.017245677,6.85630830529437E-05,19
Control,2,2,2,10,18/03/2019,0.500243293,0.021382328,0.000179630783249,19
Control,2,2,2,11,18/03/2019,0.297549245,0.028748034,0.000193136637817,19
Control,2,2,2,12,18/03/2019,0.430399434,0.030888459,0.000322517801402,19
Control,2,2,2,12,18/03/2019,0.1909452,0.031215724,0.000146131917958,19
Control,2,2,2,12,18/03/2019,1.538853326,0.047616411,0.002740312289311,19
Control,2,2,2,13,18/03/2019,0.913767449,0.013558085,0.000131923420261,19
Control,2,2,2,13,18/03/2019,0.640592906,0.032310416,0.000525238725381,19
Control,2,2,3,1,18/03/2019,0.199897873,0.010171141,1.62419076699267E-05,19
Control,2,2,3,1,18/03/2019,0.686032035,0.01388103,0.000103819108731,19
Control,2,2,3,1,18/03/2019,0.321694449,0.030441702,0.000234137481212,19
Control,2,2,3,1,18/03/2019,0.256855807,0.030805598,0.000191442426726,19
Control,2,2,3,2,18/03/2019,0.317849114,0.031877907,0.000253682271814,19
Control,2,2,3,2,18/03/2019,0.501772014,0.033515067,0.000442665966676,19
Control,2,2,3,2,18/03/2019,0.42313549,0.037426612,0.000465511052886,19
Control,2,2,3,2,18/03/2019,0.476230438,0.04138358,0.000640564372125,19
Control,2,2,3,2,18/03/2019,0.362596304,0.048026987,0.000656876267006,19
Control,2,2,3,2,18/03/2019,0.197628043,0.058896793,0.000538420243105,19
Control,2,2,3,3,18/03/2019,0.722480722,0.021370045,0.0002591353439,19
Control,2,2,3,3,18/03/2019,0.356627823,0.041681708,0.000486626494679,19
Control,2,2,3,3,18/03/2019,0.246509496,0.04174941,0.000337461205173,19
Control,2,2,3,3,18/03/2019,0.615985625,0.046662273,0.001053396503006,19
Control,2,2,3,4,18/03/2019,0.474848981,0.006822009,1.73567976724326E-05,19
Control,2,2,3,4,18/03/2019,0.590661315,0.008750003,3.55176682412692E-05,19
Control,2,2,3,4,18/03/2019,0.827990844,0.021030144,0.000287607059428,19
Control,2,2,3,4,18/03/2019,0.121270927,0.0231454,5.10241282195681E-05,19
Control,2,2,3,4,18/03/2019,0.464635052,0.051871234,0.000981871476802,19
Control,2,2,3,4,18/03/2019,0.365207894,0.065237031,0.001220725582602,19
Control,2,2,3,4,18/03/2019,0.448608704,0.072318222,0.001842691745525,19
Control,2,2,3,5,18/03/2019,0.183896898,0.01368076,2.70323851462949E-05,19
Control,2,2,3,5,18/03/2019,0.435732142,0.017824956,0.000108734170216,19
Control,2,2,3,5,18/03/2019,0.524220733,0.031067168,0.000397380946412,19
Control,2,2,3,5,18/03/2019,0.166017356,0.034021064,0.000150917218192,19
Control,2,2,3,5,18/03/2019,0.795840454,0.041173132,0.001059603380306,19
Control,2,2,3,6,18/03/2019,0.647380056,0.010559146,5.66899951844064E-05,19
Control,2,2,3,6,18/03/2019,0.444789736,0.010593317,3.92019985686852E-05,19
Control,2,2,3,6,18/03/2019,0.24880261,0.011302292,2.49618916094599E-05,19
Control,2,2,3,6,18/03/2019,0.328855709,0.018240959,8.59389878792876E-05,19
Control,2,2,3,6,18/03/2019,0.210082386,0.019430464,6.22938968153307E-05,19
Control,2,2,3,6,18/03/2019,0.546005936,0.019679372,0.000166076945763,19
Control,2,2,3,6,18/03/2019,0.937112413,0.035071647,0.000905302099719,19
Control,2,2,3,6,18/03/2019,1.071773902,0.056566121,0.002693428731515,19
Control,2,2,3,7,18/03/2019,1.123187015,0.014163041,0.000176951648645,19
Control,2,2,3,7,18/03/2019,0.783588562,0.024072137,0.000356620985111,19
Control,2,2,3,9,18/03/2019,0.179964839,0.015247312,3.28597118794879E-05,19
Control,2,2,3,9,18/03/2019,0.042428947,0.01789024,1.06655707656822E-05,19
Control,2,2,3,9,18/03/2019,0.980978208,0.020796719,0.0003332257253,19
Control,2,2,3,10,18/03/2019,0.351449969,0.004391529,5.32334402780924E-06,19
Control,2,2,3,10,18/03/2019,0.213403912,0.012871987,2.77704601451146E-05,19
Control,2,2,3,10,18/03/2019,0.161780012,0.015781976,3.16473343281343E-05,19
Control,2,2,3,10,18/03/2019,0.308115922,0.031750165,0.000243947082733,19
Control,2,2,3,10,18/03/2019,0.880119246,0.06039773,0.002521577178201,19
Control,2,2,3,12,18/03/2019,1.010327302,0.025023029,0.000496856941963,19
Control,2,2,3,13,18/03/2019,0.356009781,0.006313133,1.11440056099234E-05,19
Control,2,2,3,13,18/03/2019,0.420713324,0.007239286,1.73167844000592E-05,19
Control,2,2,3,13,18/03/2019,0.735758606,0.013874436,0.000111238606837,19
Control,2,2,3,13,18/03/2019,0.326452967,0.024274424,0.000151080356711,19
Control,2,2,3,13,18/03/2019,1.441378717,0.024495537,0.000679268615125,19
Control,2,2,3,13,18/03/2019,0.680579325,0.041281216,0.000910905301032,19
Control,2,2,4,1,18/03/2019,0.10725558,0.015400938,1.99803805347259E-05,19
Control,2,2,4,1,18/03/2019,0.341969078,0.016987681,7.75076458390594E-05,19
Control,2,2,4,1,18/03/2019,0.287142063,0.017363933,6.79958698036211E-05,19
Control,2,2,4,1,18/03/2019,0.149845717,0.01783045,3.74160947350476E-05,19
Control,2,2,4,1,18/03/2019,0.134247936,0.018387159,3.5647279805168E-05,19
Control,2,2,4,1,18/03/2019,0.054275695,0.019961248,1.69851852779681E-05,19
Control,2,2,4,1,18/03/2019,0.477613088,0.02024737,0.000153781103224,19
Control,2,2,4,1,18/03/2019,0.097065139,0.020948412,3.3454535848545E-05,19
Control,2,2,4,1,18/03/2019,0.136641663,0.022298411,5.33605731296691E-05,19
Control,2,2,4,1,18/03/2019,0.384379767,0.023778708,0.000170697256625,19
Control,2,2,4,1,18/03/2019,0.356305884,0.029322039,0.000240602891871,19
Control,2,2,4,1,18/03/2019,0.26269078,0.031905762,0.000210025770734,19
Control,2,2,4,1,18/03/2019,1.731776878,0.032964972,0.001478042335598,19
Control,2,2,4,1,18/03/2019,0.118249754,0.033450497,0.00010391898831,19
Control,2,2,4,1,18/03/2019,0.563030284,0.034590732,0.000529103670959,19
Control,2,2,4,1,18/03/2019,1.23612162,0.036457507,0.001290400886153,19
Control,2,2,4,1,18/03/2019,0.238284442,0.038361304,0.000275405066214,19
Control,2,2,4,1,18/03/2019,0.748435834,0.041031779,0.000989657182853,19
Control,2,2,4,1,18/03/2019,1.323273898,0.043159819,0.001935969406152,19
Control,2,2,4,2,18/03/2019,0.810378965,0.014537326,0.000134507571995,19
Control,2,2,4,2,18/03/2019,0.390448413,0.015087932,6.98091922077843E-05,19
Control,2,2,4,2,18/03/2019,0.910077399,0.020109068,0.000289035860746,19
Control,2,2,4,2,18/03/2019,0.540095475,0.022676608,0.00021813042152,19
Control,2,2,4,2,18/03/2019,0.206706883,0.024211039,9.51636973812053E-05,19
Control,2,2,4,2,18/03/2019,0.354819124,0.026177438,0.000190963696694,19
Control,2,2,4,2,18/03/2019,0.870300341,0.03278672,0.000734775406706,19
Control,2,2,4,2,18/03/2019,0.1539792,0.037639447,0.000171331825305,19
Control,2,2,4,2,18/03/2019,0.6570219,0.040646459,0.000852540058761,19
Control,2,2,4,2,18/03/2019,1.30257541,0.041000643,0.001719783291239,19
Control,2,2,4,2,18/03/2019,0.477801634,0.045222095,0.000767429520655,19
Control,2,2,4,3,18/03/2019,0.162656543,0.018048594,4.16147992286615E-05,19
Control,2,2,4,3,18/03/2019,0.53754217,0.019296208,0.000157197631591,19
Control,2,2,4,3,18/03/2019,0.337533725,0.023803988,0.000150212520042,19
Control,2,2,4,3,18/03/2019,0.121145567,0.024880145,5.88983129910605E-05,19
Control,2,2,4,3,18/03/2019,0.216399621,0.029470179,0.000147608564873,19
Control,2,2,4,3,18/03/2019,0.406561303,0.032166531,0.000330387804515,19
Control,2,2,4,3,18/03/2019,0.193800937,0.034117878,0.00017717784325,19
Control,2,2,4,3,18/03/2019,0.415791169,0.038434231,0.000482393189469,19
Control,2,2,4,3,18/03/2019,1.169237573,0.038969756,0.001394593544236,19
Control,2,2,4,3,18/03/2019,0.885498938,0.043484228,0.001315046433,19
Control,2,2,4,4,18/03/2019,0.244491883,0.021003747,8.47125035051911E-05,19
Control,2,2,4,4,18/03/2019,0.347857945,0.02349752,0.000150846590108,19
Control,2,2,4,4,18/03/2019,0.663192253,0.025136377,0.000329104879688,19
Control,2,2,4,4,18/03/2019,0.570375897,0.025571848,0.000292937457544,19
Control,2,2,4,4,18/03/2019,0.402816297,0.03963366,0.000496963973143,19
Control,2,2,4,4,18/03/2019,1.073860887,0.049808821,0.00209242578282,19
Control,2,2,4,4,18/03/2019,0.570971499,0.059980073,0.001613310367778,19
Control,2,2,4,5,18/03/2019,0.594866938,0.012246834,7.00740161657954E-05,19
Control,2,2,4,5,18/03/2019,0.358182662,0.012557625,4.43617933130105E-05,19
Control,2,2,4,5,18/03/2019,1.750969085,0.012571791,0.000217351327851,19
Control,2,2,4,5,18/03/2019,0.453970845,0.015950159,9.07084008004538E-05,19
Control,2,2,4,5,18/03/2019,0.961225284,0.016038719,0.000194202160715,19
Control,2,2,4,5,18/03/2019,0.271595243,0.017528936,6.5542467030927E-05,19
Control,2,2,4,5,18/03/2019,0.616747499,0.017706863,0.000151872858022,19
Control,2,2,4,5,18/03/2019,0.800371016,0.018852015,0.000223406816948,19
